DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,73.6,2.0,2.0,1,2,3,3850000000.0,160417.0,11.98553195383594
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,67.0,2.0,2.0,1,3,3,2250000000.0,93750.0,11.448386943832658
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,64.0,2.0,2.0,1,2,1,1630000000.0,67917.0,11.126041650398417
"Số 59, Số 59 Đường Ngô Tất Tố, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,321.0,4.0,4.0,5,2,1,37500000000.0,1562500.0,14.261797660592691
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",10,1,138.0,3.0,2.0,1,2,1,11900000000.0,495833.0,13.11399445546468
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,66.0,2.0,2.0,1,2,2,2650000000.0,110417.0,11.612019386477828
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,38.0,1.0,1.0,4,2,2,1750000000.0,72917.0,11.197077086969871
"cao ốc an thịnh, Đường Thái Thuận, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,139.0,3.0,2.0,1,1,2,4900000000.0,204167.0,12.226693565384638
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,47.0,2.0,1.0,1,1,3,1000000000.0,41667.0,10.637464727584328
"Số 102, Số 102 Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,67.0,2.0,2.0,1,3,1,2700000000.0,112500.0,11.630708500626612
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,97.0,2.0,2.0,1,1,1,3550000000.0,147917.0,11.90440658462224
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,67.0,2.0,2.0,1,2,3,3600000000.0,150000.0,11.918390573078392
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,1,92.0,2.0,2.0,1,1,2,2600000000.0,108333.0,11.592965095715954
"Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,54.0,2.0,2.0,1,2,3,1120000000.0,46667.0,10.750792555754964
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,62.0,2.0,2.0,1,2,1,1500000000.0,62500.0,11.042921835724492
"184, 184 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,60.0,2.0,1.0,1,1,2,2200000000.0,91667.0,11.425917724337625
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,43.0,1.0,1.0,1,2,1,1850000000.0,77083.0,11.252638042372888
"523A, 523A Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,70.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,62.0,2.0,2.0,1,1,1,1800000000.0,75000.0,11.225243392518449
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,83.6,3.0,2.0,1,2,3,3800000000.0,158333.0,11.972455689083295
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,57.0,2.0,2.0,1,2,3,1900000000.0,79167.0,11.279314824306176
"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh",2,1,85.1,2.0,2.0,1,2,4,4250000.0,177.0,5.176149732573829
"KĐT City Horse Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,48.5,1.0,1.0,1,2,2,2200000000.0,91667.0,11.425917724337625
"265-197, 265-197 Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,65.0,2.0,2.0,1,2,3,990000000.0,41250.0,10.627406391762827
"Đường Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,47.0,1.0,1.0,1,2,3,1250000000.0,52083.0,10.860593878910056
"528, 528 Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",7,1,73.0,2.0,2.0,1,1,2,2900000000.0,120833.0,11.702164705984265
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,47.0,2.0,1.0,1,2,1,450000000.0,18750.0,9.838949031398556
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,68.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,85.0,3.0,2.0,1,3,1,4900000000.0,204167.0,12.226693565384638
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,30.0,1.0,1.0,1,2,3,1350000000.0,56250.0,10.937561320066669
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,2,75.0,2.0,2.0,1,2,1,2584000000.0,107667.0,11.586798409507123
"422, Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",7,2,50.0,2.0,1.0,1,2,3,1100000000.0,45833.0,10.732759634666934
"265-197, 265-197 Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,77.0,3.0,2.0,1,2,1,3580000000.0,149167.0,11.912821762663311
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,2,48.0,1.0,1.0,1,2,3,799000000.0,33292.0,10.413072406865986
"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",14,2,67.0,2.0,2.0,1,2,3,2400000000.0,100000.0,11.512925464970229
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",8,1,32.0,1.0,1.0,1,1,3,1550000000.0,64583.0,11.07570649724384
"Đường Bà Điểm 1, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,50.0,2.0,1.0,6,1,3,280000000.0,11667.0,9.364519622823858
"Đường Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,89.0,3.0,2.0,1,1,3,3500000000.0,145833.0,11.8902174103948
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,54.0,2.0,1.0,1,1,1,2450000000.0,102083.0,11.53354148686151
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,45.0,1.0,1.0,6,1,1,990000000.0,41250.0,10.627406391762827
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,67.0,2.0,2.0,1,2,1,2390000000.0,99583.0,11.508746746273811
"Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12,1,59.0,2.0,2.0,1,2,3,1730000000.0,72083.0,11.185573511837868
"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",7,1,65.0,2.0,2.0,1,2,3,4000000000.0,166667.0,12.02375308873422
"Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,70.0,2.0,2.0,1,1,2,1850000000.0,77083.0,11.252638042372888
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,2,47.0,2.0,1.0,6,1,3,500000000.0,20833.0,9.944293546928382
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,54.0,2.0,1.0,1,1,1,2450000000.0,102083.0,11.53354148686151
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,83.0,2.0,2.0,1,1,3,2950000000.0,122917.0,11.719264609828787
"902, Đường Đoàn Văn Bơ, Phường 18, Quận 4, Tp Hồ Chí Minh",4,1,46.0,4.0,3.0,4,1,2,5000000000.0,208333.0,12.246893040049148
"196, 196 Đường Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh",8,2,92.03,3.0,2.0,1,3,1,2230000000.0,92917.0,11.439461900525869
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",8,1,93.0,3.0,2.0,1,2,4,2400000000.0,100000.0,11.512925464970229
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12,1,54.0,2.0,2.0,1,2,3,1800000000.0,75000.0,11.225243392518449
"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,2,26.0,1.0,1.0,6,3,2,1600000000.0,66667.0,11.107465356849564
"Đường Lê Lợi, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",1,2,25.0,2.0,1.0,1,1,2,2800000000.0,116667.0,11.667079001936262
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",16,2,60.0,2.0,2.0,1,2,3,2100000000.0,87500.0,11.379394072345706
"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,2,30.0,1.0,1.0,1,2,2,1482000000.0,61750.0,11.030849254490224
"đường nguyễn trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,2,25.0,1.0,1.0,1,1,2,1560000000.0,65000.0,11.082142548877776
"Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,101.0,3.0,2.0,1,1,3,5500000000.0,229167.0,12.34220627439915
"346, 346 Đường Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",4,1,117.0,3.0,2.0,1,2,3,6150000000.0,256250.0,12.453908809434756
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,97.0,2.0,2.0,1,1,1,3550000000.0,147917.0,11.90440658462224
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"33, 33 Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",17,1,80.0,2.0,2.0,1,2,2,2350000000.0,97917.0,11.49187546002192
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,59.0,2.0,2.0,1,3,3,1700000000.0,70833.0,11.168080272785073
"Đường Đông Hưng Thuận 10, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,2,100.0,3.0,2.0,1,2,1,3000000000.0,125000.0,11.736069016284436
"Số 510, Số 510 Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,65.0,2.0,2.0,1,2,1,2500000000.0,104167.0,11.553750659485363
"Đường Nguyễn Văn Đậu, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,125.0,3.0,2.0,1,2,3,45600000.0,1900.0,7.549609165154532
"312 nguyễn thượng hiền, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,60.0,2.0,1.0,1,1,3,2900000000.0,120833.0,11.702164705984265
"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",10,1,68.0,2.0,1.0,1,1,1,2900000000.0,120833.0,11.702164705984265
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,105.0,3.0,3.0,1,1,2,3430000000.0,142917.0,11.870019321152974
"Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13,1,75.0,3.0,2.0,1,1,2,2190000000.0,91250.0,11.421358271444738
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,2,50.0,1.0,1.0,1,2,3,4900000000.0,204167.0,12.226693565384638
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",18,2,56.0,2.0,1.0,1,1,1,1800000000.0,75000.0,11.225243392518449
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,51.0,2.0,2.0,1,2,2,2000000000.0,83333.0,11.330599908168274
"đường Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,72.0,2.0,2.0,1,2,2,2400000000.0,100000.0,11.512925464970229
"Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",17,1,35.0,1.0,1.0,4,3,3,2200000000.0,91667.0,11.425917724337625
"126, 126 Đường Hồng Bàng, Phường 12, Quận 5, Tp Hồ Chí Minh",5,1,128.0,3.0,3.0,1,1,1,5400000000.0,225000.0,12.323855681186558
"lê trong tấn, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",19,1,37.0,2.0,1.0,1,2,2,400000000.0,16667.0,9.721185995542177
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh",6,1,87.0,2.0,2.0,1,1,2,3300000000.0,137500.0,11.831379196088765
"Đường số 19, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,73.0,2.0,2.0,1,1,2,2400000000.0,100000.0,11.512925464970229
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",8,2,54.0,2.0,1.0,1,1,1,2450000000.0,102083.0,11.53354148686151
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,61.0,2.0,2.0,1,2,2,1090000000.0,45417.0,10.72364176327999
"128, 128 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,102.0,2.0,2.0,1,1,3,8000000000.0,333333.0,12.716897269295664
"Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",21,1,55.0,2.0,1.0,1,1,2,2750000000.0,114583.0,11.649054730199667
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,104.0,3.0,2.0,1,3,3,5700000000.0,237500.0,12.377922902456833
"Đường Nguyễn Văn Quá, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh",12,2,80.0,2.0,2.0,1,2,1,2400000000.0,100000.0,11.512925464970229
"Đường Nguyễn Xiển, Phường Long Trường, Quận 9, Tp Hồ Chí Minh",9,1,70.0,2.0,2.0,1,2,3,3500000000.0,145833.0,11.8902174103948
"528, 528 Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",7,1,85.0,3.0,2.0,1,1,3,3500000000.0,145833.0,11.8902174103948
"Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,88.0,2.0,2.0,1,1,2,4050000000.0,168750.0,12.036173608734776
"Đường Nguyễn Biểu, Phường 1, Quận 5, Tp Hồ Chí Minh",5,1,64.0,2.0,1.0,1,1,3,2600000000.0,108333.0,11.592965095715954
"KDC Bình Trưng Đông, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh",2,1,76.0,2.0,2.0,1,1,1,2150000000.0,89583.0,11.402920848818743
"Đường Phú Mỹ Hưng, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",7,1,65.0,3.0,3.0,5,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",7,1,73.6,2.0,2.0,1,2,3,3850000000.0,160417.0,11.98553195383594
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,64.0,2.0,2.0,1,1,1,1720000000.0,71667.0,11.179785669593665
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,98.0,2.0,2.0,1,1,1,4300000000.0,179167.0,12.09607361077923
"Đường Phan Văn Hớn, Xã Trung Chánh, Huyện Hóc Môn, Tp Hồ Chí Minh",22,2,50.0,2.0,2.0,1,1,3,400000000.0,16667.0,9.721185995542177
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh",9,1,69.0,2.0,2.0,1,1,1,2400000000.0,100000.0,11.512925464970229
"hoàng hoa thám, Phường 13, Quận 6, Tp Hồ Chí Minh",6,1,60.0,2.0,2.0,1,2,3,2950000000.0,122917.0,11.719264609828787
"Số 349 Đường Vũ Tông Phan, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,79.0,2.0,2.0,1,1,2,2700000000.0,112500.0,11.630708500626612
"510, Đường Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",13,1,87.0,3.0,2.0,1,2,1,3520000000.0,146667.0,11.895919989951024
"239 – 241 – 278, 239 – 241 – 278 Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",19,1,94.0,3.0,4.0,1,1,3,3850000000.0,160417.0,11.98553195383594
"39, Đường Bến Vân Đồn, Phường 12, Quận 4, Tp Hồ Chí Minh",4,2,28.0,1.0,1.0,4,2,1,1900000000.0,79167.0,11.279314824306176
"Đường Bà Điểm, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",22,1,50.0,2.0,2.0,1,1,3,280000000.0,11667.0,9.364519622823858
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,98.12,3.0,2.0,3,2,1,3750000000.0,156250.0,11.959212567598648
"Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,120.0,3.0,2.0,1,1,3,4100000000.0,170833.0,12.048441750105177
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",15,1,72.0,2.0,2.0,1,1,1,5200000000.0,216667.0,12.286116891664063
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",2,1,55.0,1.0,1.0,1,1,3,2800000000.0,116667.0,11.667079001936262
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",20,1,62.0,2.0,2.0,1,1,3,2500000000.0,104167.0,11.553750659485363
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,70.12,2.0,2.0,1,1,3,2850000000.0,118750.0,11.684775721896887
"Đường Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,56.0,2.0,1.0,1,3,1,1580000000.0,65833.0,11.094876511351249
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",18,1,121.0,4.0,3.0,1,1,3,4200000000.0,175000.0,12.072541252905651
"02, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",19,1,66.0,2.0,1.0,1,2,3,3100000000.0,129167.0,11.76886141974926
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,2,75.0,2.0,2.0,1,2,2,2620000000.0,109167.0,11.600634098819787
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,82.0,3.0,2.0,1,2,1,2990000000.0,124583.0,11.73272743943006
"Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",16,1,69.0,2.0,2.0,1,1,2,1730000000.0,72083.0,11.185573511837868
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh",6,2,64.0,2.0,2.0,1,3,3,3800000000.0,158333.0,11.972455689083295
"đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",8,1,33.0,1.0,1.0,1,1,1,1400000000.0,58333.0,10.9739232499355
"Đường D7, Phường Phú Hữu, Quận 9, Hồ Chí Minh, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,2,57.0,1.0,1.0,1,3,1,1850000000.0,77083.0,11.252638042372888
"100/3C, Đường Hùng Vương, Phường 9, Quận 5, Tp Hồ Chí Minh",5,1,140.0,3.0,3.0,1,1,1,3400000000.0,141667.0,11.861234512176852
"189B, Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",1,1,56.0,2.0,1.0,1,1,2,2690000000.0,112083.0,11.626994947247958
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh",5,1,160.0,2.0,2.0,1,1,2,12400000000.0,516667.0,13.1551538453884
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",9,1,62.0,2.0,2.0,1,1,1,1800000000.0,75000.0,11.225243392518449
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh",14,1,60.45,2.0,2.0,1,2,1,1690000000.0,70417.0,11.162189990267915
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh",2,1,71.0,2.0,2.0,1,1,1,3000000000.0,125000.0,11.736069016284436
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,2,49.0,2.0,1.0,1,3,1,1300000000.0,54167.0,10.899827145911038
"360 Xa Lộ Hà Nội, Phường Phước Long A, Quận 9, Tp.HCM, Phường Phước Long A, Quận 9, Tp Hồ Chí Minh",9,2,61.1,2.0,2.0,1,1,1,43000000.0,1792.0,7.491087593534876
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,1,47.0,1.0,1.0,1,2,1,1800000000.0,75000.0,11.225243392518449
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",7,1,105.0,3.0,2.0,1,2,2,4800000000.0,200000.0,12.206072645530174
"Đường Trường Chinh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",17,1,62.0,2.0,2.0,1,1,2,3000000000.0,125000.0,11.736069016284436
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,2,63.0,2.0,2.0,1,2,2,1640000000.0,68333.0,11.132148091391755
"Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",7,1,54.0,2.0,1.0,1,1,3,2200000000.0,91667.0,11.425917724337625
"Đường Huy Cận, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",9,1,66.0,2.0,2.0,1,1,2,2400000000.0,100000.0,11.512925464970229
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",13,1,50.0,1.0,1.0,1,1,2,1430000000.0,59583.0,10.9951255774669
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",9,2,30.3,1.0,1.0,1,2,1,1500000000.0,62500.0,11.042921835724492
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",7,1,194.0,3.0,3.0,5,1,3,7000000000.0,291667.0,12.583368019528132
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13,1,63.0,2.0,2.0,1,2,1,1600000000.0,66667.0,11.107465356849564
